instance,Median abs rel err (over time)
1,0.043007848625562235
2,0.03756446933183086
3,0.06158414437101625
4,0.032779002517183554
5,0.0430316387626376
6,0.018828566441926597
7,0.09916781345563712
8,0.10151901731967344
9,0.06051489479762905
10,0.05330229987664484
11,0.03507259599309684
12,0.10429655064207435
13,0.04715714920502037
14,0.10477571047379494
15,0.023013649411018695
16,0.026200829638664363
17,0.06339603232816157
18,0.041072901100187145
19,0.07237569519754102
20,0.02200753208739403
21,0.018266924348411234
22,0.033599806614968836
23,0.02956747390822608
24,0.03946127968440449
25,0.02797826593993201
26,0.04276115750963225
27,0.05337091670596433
28,0.08204094931694816
29,0.019110263925547332
30,0.0333594208539405
31,0.06383728570891001
32,0.05622160206605187
33,0.03814571246352866
34,0.0038589077325932118
35,0.046499238376664725
36,0.0586754740088508
37,0.024335298600997982
38,0.04560474689219599
39,0.060380522998620074
40,0.02636565392156567
41,0.0862998125324661
42,0.036527816748576664
43,0.007819607778014125
44,0.036955778890999866
45,0.1148331772307482
46,0.010113027418108817
47,0.15270536395899298
48,0.02366206480488061
49,0.16033261028960327
50,0.0657940063786584
51,0.01578957320932292
52,0.03417631552611284
53,0.07706770174147645
54,0.10395820276414948
55,0.029299305610814404
56,0.04686270262705175
57,0.029874852766868472
58,0.02575954635222295
59,0.03778471464016228
60,0.030056397034419757
61,0.04108314995474726
62,0.06425876082417098
63,0.08105065940233273
64,0.06356761157710285
65,0.06568963696371752
66,0.03080310989119647
67,0.05657735407466119
68,0.04491019679003119
69,0.04173233074179861
70,0.01709213744114072
71,0.041499689767583
72,0.09154296197182976
73,0.04156942915419955
74,0.03084662437458669
75,0.005267603054389306
76,0.014813461974485465
77,0.017971874451329105
78,0.045730193043443834
79,0.0180108531685473
80,0.13340834185172842
81,0.033447268552284214
82,0.04104836899438721
83,0.13549850254126164
84,0.0909779987814842
85,0.09315667175462822
86,0.08334290600355662
87,0.07755779700101145
88,0.02836738324291979
89,0.011710711379094546
90,0.03838172634051908
91,0.011900259700044134
92,0.032195057576055036
93,0.07375492752921206
94,0.04720347312849828
95,0.028460468256953808
96,0.03580672255638531
97,0.11467241763811163
98,0.07950446026873209
99,0.10563612959571018
100,0.06888809878820332
101,0.0320277101904316
102,0.027470515914019906
103,0.01301005350190191
104,0.042708402441187954
105,0.053575441455145326
106,0.127684324968817
107,0.0547842161348836
108,0.056129358973702685
109,0.06943729916053944
110,0.0582641187584749
111,0.028340050348005453
112,0.03162889175650988
113,0.0644144531631958
114,0.12594590725946064
115,0.04112713248117826
116,0.046606192812091704
117,0.13127253922159982
118,0.030022311725987863
119,0.03326237975414784
120,0.040532266895237055
121,0.022245097999228882
122,0.06621330810071646
123,0.048392574985449986
124,0.060538757762338136
125,0.10614687520053682
126,0.05940494817152096
127,0.15088121822291406
128,0.0809866973700175
129,0.021966206246164702
130,0.036153564026681836
131,0.0249536972237331
132,0.006571998574184222
133,0.08383950034722157
134,0.025067877679633387
135,0.0429792691219187
136,0.028405174843971565
137,0.027567827975659764
138,0.05569030491675437
139,0.009686230234744174
140,0.05899209649152433
141,0.031373300410279754
142,0.003081409376362763
143,0.06297263334448108
144,0.14238338091220615
145,0.04227203652593953
146,0.036134119975350425
147,0.148459451167887
148,0.08035515997904932
149,0.11953960993317894
150,0.028376173750652718
151,0.010145820746453071
152,0.04726745934589191
153,0.05882874092415096
154,0.11809414524399152
155,0.0987149693007763
156,0.04262191055069565
157,0.035663497875741426
158,0.06088965763724522
159,0.013995783680978525
160,0.023010012813827987
161,0.02635730194071561
162,0.03874979577067704
163,0.02146252910297483
164,0.0254466745798367
165,0.027749636493290694
166,0.01951156423851781
167,0.09233409616807745
168,0.04021866641514152
169,0.02316595532934311
170,0.08004420050190203
171,0.056513965455241906
172,0.019061702087610738
173,0.042436197701987435
174,0.038575271752017415
175,0.005940068502296438
176,0.10387389831548621
177,0.028531398529813262
178,0.02632745988731861
179,0.0539153688323659
180,0.03462530193542242
181,0.07261675118169769
182,0.049120075753336614
183,0.01972956819450334
184,0.050422256834843755
185,0.07706766470297809
186,0.04175508643468578
187,0.013779446208836326
188,0.08169369686213868
189,0.08871442928051435
190,0.015775191417926368
191,0.12925052057796677
192,0.055553110922106595
193,0.013964260729900159
194,0.06583297721437631
195,0.0381714817118381
196,0.07011214744838891
197,0.07687410132631353
198,0.08255861144529755
199,0.09915514078862797
200,0.06861690277580804
201,0.04433501738550298
202,0.016001697330167174
203,0.05396802142163222
204,0.03998006990615731
205,0.07179616921196634
206,0.08638813612376925
207,0.1983197210367853
208,0.02215098691865164
209,0.033465065271314993
210,0.10664919845210893
211,0.011719463703126789
212,0.0363434550672657
213,0.126810003449704
214,0.07988951610879039
215,0.08635350217350712
216,0.09305399413333838
217,0.04891359636961965
218,0.02634901023980058
219,0.15153485591708848
220,0.034299666817468634
221,0.07635224668171564
222,0.0215781565598495
223,0.054060583848499225
224,0.06885096930196835
225,0.022834437257356954
226,0.07563255943297786
227,0.04018077646599605
228,0.049229450622432225
229,0.02517811918324743
230,0.14663942937683402
231,0.03299228585755666
232,0.002668180760891932
233,0.023823656783470856
234,0.17928677217238898
235,0.016533997032597995
236,0.01918451966758275
237,0.044756696016701625
238,0.03844126513413344
239,0.021465293082097943
240,0.02569980047514913
241,0.043338589108753336
242,0.09652307683351935
243,0.04978367473564703
244,0.10909695480050358
245,0.078709861267651
246,0.030463784764320316
247,0.021484005253710775
248,0.02811233228427867
249,0.15242787472314875
250,0.05447225661066045
251,0.08168104348213312
252,0.16259939111795385
253,0.0009964210768242693
254,0.013721483030483098
255,0.12106319876961352
256,0.00531613491972729
257,0.009216779916866593
258,0.07956829776432912
259,0.06894004994269369
260,0.07949333626499935
261,0.095205089171288
262,0.021187380573183624
263,0.00646781398916119
264,0.09152036938361258
265,0.09947314522543399
266,0.02402599279607822
267,0.035894276458839705
268,0.031656895650807926
269,0.032465621526210686
270,0.03242241294585001
271,0.06670278776618926
272,0.0227995846956656
273,0.1208699023969706
274,0.10766313910781666
275,0.09521429120865554
276,0.030479018542098068
277,0.04200778243821346
278,0.1126192124402476
279,0.04925242873102088
280,0.011277768650509841
281,0.06542710692724184
282,0.11407048920253154
283,0.03761311809629512
284,0.012008274187822306
285,0.028460127072543986
286,0.10268659160779843
287,0.02193884175203179
288,0.09215410397362214
289,0.11724849071297214
290,0.04571761228890102
291,0.10622880717974326
292,0.04077986656721763
293,0.16332644781390251
294,0.10846829167223249
295,0.037631004360561895
296,0.02846128441815618
297,0.12601371083773472
298,0.04097212107720647
299,0.0885202683953424
300,0.017320247200701556
301,0.051094695140866245
302,0.10744585100582182
303,0.039435457729602046
304,0.020179703869381976
305,0.07504024527913136
306,0.08698707393548077
307,0.015022822261059176
308,0.03670530057797933
309,0.12398232407009911
310,0.016285546645465502
311,0.06632113207396922
312,0.07519808208469403
313,0.02867022216161578
314,0.022394840093811565
315,0.18584211532988432
316,0.01305505895737266
317,0.01653571292386022
318,0.03682876071368696
319,0.10537851808272711
320,0.05007760940170195
321,0.026196666691252528
322,0.043257366730070676
323,0.01294412035856559
324,0.18431019514407698
325,0.05304452473567056
326,0.029965476674810004
327,0.054000936748892434
328,0.027635996292677125
329,0.035616765957144594
330,0.022264145981582658
331,0.013559368647950144
332,0.02582052841477229
333,0.11264087233539953
334,0.056226193964611745
335,0.10116087566825374
336,0.118179722854511
337,0.009053618430080106
338,0.040545069723428334
339,0.0889153108899616
340,0.0379687387890814
341,0.08748969108870851
342,0.0598501739279217
343,0.14027045696779683
344,0.07729236532591974
345,0.012043449435759766
346,0.033194488263716654
347,0.02687389890799586
348,0.038399407021990524
349,0.0976029786476129
350,0.08065752262474588
351,0.06676445782541629
352,0.08880394989498719
353,0.01372141120894025
354,0.11878722441266891
355,0.02458198558994399
356,0.014839402136224318
357,0.08472305213445748
358,0.01765340637750734
359,0.027040797294571404
360,0.044491117685429016
361,0.018586130396389077
362,0.09913102931094689
363,0.00822104697593173
364,0.10061028145404405
365,0.05295194179887849
366,0.03239387567784656
367,0.02059305836850281
368,0.05121561654584384
369,0.11388975650142757
370,0.02216814108322438
371,0.008463338608070317
372,0.04000191087230309
373,0.030615046115609446
374,0.09622044413412258
375,0.10965829681294029
376,0.026113790087629447
377,0.06903773172182391
378,0.07495442005391405
379,0.11177132004265528
380,0.09468953993235876
381,0.02560386053015892
382,0.048805339683045186
383,0.15218959730594295
384,0.059277003861337135
385,0.0957418942326729
386,0.05574316802341865
387,0.059886823750600934
388,0.023828831393261855
389,0.016319827505547647
390,0.01136315939227985
391,0.0837824729869489
392,0.06218076263782675
393,0.06076648758714369
394,0.06917554685017335
395,0.07410508042897994
396,0.0965587901030531
397,0.028714461875815195
398,0.04321421210098855
399,0.19879586586937545
400,0.04529005476666779
401,0.06183880318728446
402,0.023862122965198712
403,0.044718936176836324
404,0.028299166322525687
405,0.10911439566497694
406,0.08890712914961199
407,0.013377302730193965
408,0.03936226311239204
409,0.02853364700804929
410,0.042781924801072665
411,0.06744712255959191
412,0.02852094247977497
413,0.03754659677523712
414,0.11164357018734383
415,0.02438033958065257
416,0.03354866394765302
417,0.10123537413789342
418,0.03411763179175051
419,0.022666063681236095
420,0.05334110797324386
421,0.06002953526211359
422,0.03459559488736461
423,0.0962802188411619
424,0.11016914796033965
425,0.10397136638501472
426,0.12210544852049912
427,0.08796584303641333
428,0.05194177666994376
429,0.04635452557588873
430,0.03874056377512891
431,0.02182671084450341
432,0.07917489893511903
433,0.014966010408026479
434,0.008180760619516319
435,0.01386045076432605
436,0.017185459151273216
437,0.030756409812514967
438,0.07264268910767202
439,0.01443972026651154
440,0.10054596425385628
441,0.12414844430437419
442,0.016827678802914758
443,0.020628524389800538
444,0.09585280168174443
445,0.015419393085985899
446,0.011386925999669553
447,0.14116870827314223
448,0.07235050738481871
449,0.08755289430295343
450,0.029777003027074297
451,0.011637328611677461
452,0.02047952732575859
453,0.03736135724109513
454,0.009031166631519169
455,0.0304565094503104
456,0.040962285249214296
457,0.012310106289200862
458,0.12503517235044434
459,0.12397170659617424
460,0.03274083567342584
461,0.06144075490189012
462,0.09039193418546626
463,0.014214157248475174
464,0.05685890843653961
465,0.04175407348795989
466,0.03214709748069419
467,0.04932265227542301
468,0.06774708968390075
469,0.16790562186860014
470,0.06719110741029147
471,0.06452550651246848
472,0.00844239704894206
473,0.03385170595217442
474,0.12737776908866122
475,0.07382611826816302
476,0.02140042061440317
477,0.032695055270613636
478,0.036598170188947635
479,0.02839821702814232
480,0.007903206024809494
481,0.044242267682372924
482,0.06972188188770223
483,0.02858257026362849
484,0.05048333210298275
485,0.12263378501416232
486,0.04629239406203544
487,0.09836087702667776
488,0.012389629462237126
489,0.05640359490283528
490,0.13671012007945377
491,0.009341104959368924
492,0.04740394292011352
493,0.04658392232947342
494,0.059258919928136936
495,0.10023032290777345
496,0.006406314971540869
497,0.029397257657548914
498,0.0646285257633994
499,0.1180647292026985
500,0.12333177107792892
501,0.026099361122100203
502,0.03695452539641657
503,0.050797310075270004
504,0.07216690668073511
505,0.07637207907508337
506,0.0409211505174735
507,0.04713357552094315
508,0.03513535873826685
509,0.036602046713944666
510,0.009668660457510771
511,0.04571349981729418
512,0.08294962264566615
513,0.07454360485267628
514,0.07712819333505593
515,0.05644837415451143
516,0.04013010805396108
517,0.057219425240687835
518,0.023538647167320976
519,0.08151970464515028
520,0.04962217473503372
521,0.04302173718177642
522,0.06064480953682366
523,0.02973818021418411
524,0.01992637025491229
525,0.010395185099090164
526,0.03693863972415644
527,0.03760148888568398
528,0.020794547673996487
529,0.01636427952699917
530,0.06798370140188348
531,0.05453693149873104
532,0.010067670318591918
533,0.04450508924361245
534,0.0646045907216633
535,0.020455400554135274
536,0.06557838240826391
537,0.030933072013878925
538,0.07168262131146211
539,0.07219799881366201
540,0.047281335441519586
541,0.03769993404669987
542,0.01864619512697905
543,0.04029262901119074
544,0.06194314149931434
545,0.040143538950630664
546,0.09367038532428307
547,0.05617212203531037
