Probability of infection from exposure,Time of initial exposure,Probability of self-isolation,Probability of protective behaviors
0.05474199149431176,56.99013395395979,0.9635565436984284,0.4725604277782225
0.0551420853058459,55.19867709449298,0.9655957381229564,0.48504919834385973
0.0551420853058459,55.19867709449298,0.9655957381229564,0.48504919834385973
0.054871225778389356,57.93511807543194,0.964862224440416,0.48169107137646405
0.054871225778389356,57.93511807543194,0.964862224440416,0.48169107137646405
0.0542709323228435,42.41665011229618,0.9631860725476337,0.47349582596244294
0.0542709323228435,42.41665011229618,0.9631860725476337,0.47349582596244294
0.054413809437958656,45.435904218221275,0.9640739275777944,0.47404032864769885
0.054782608027308485,59.284680640170365,0.965171617013572,0.4890842253998712
0.054782608027308485,59.284680640170365,0.965171617013572,0.4890842253998712
0.054782608027308485,59.284680640170365,0.965171617013572,0.4890842253998712
0.054782608027308485,59.284680640170365,0.965171617013572,0.4890842253998712
0.054782608027308485,59.284680640170365,0.965171617013572,0.4890842253998712
0.05481216574086546,58.78150609740341,0.9650800454426361,0.48873510547057364
0.05481216574086546,58.78150609740341,0.9650800454426361,0.48873510547057364
0.05481216574086546,58.78150609740341,0.9650800454426361,0.48873510547057364
0.05481216574086546,58.78150609740341,0.9650800454426361,0.48873510547057364
0.05481216574086546,58.78150609740341,0.9650800454426361,0.48873510547057364
0.05481216574086546,58.78150609740341,0.9650800454426361,0.48873510547057364
0.05481216574086546,58.78150609740341,0.9650800454426361,0.48873510547057364
0.05481216574086546,58.78150609740341,0.9650800454426361,0.48873510547057364
0.05494467151653651,57.87056604221616,0.9648878664993985,0.479970563116321
0.05476896744313205,59.242764374370914,0.9641568188899852,0.47856081648335674
0.05476896744313205,59.242764374370914,0.9641568188899852,0.47856081648335674
0.05476896744313205,59.242764374370914,0.9641568188899852,0.47856081648335674
0.05466565719138855,52.522006637694886,0.9617578436496579,0.4430055336472062
0.054579800421844515,54.549582190895805,0.9613295373448801,0.4382326578750275
0.05555572663719476,55.83801852070419,0.9621532796934219,0.42547882935501946
0.05523970522169578,55.00037746676532,0.9603347936404022,0.4120604589564623
0.05510385884705408,54.65830577403996,0.9596456536512701,0.4089912982244044
0.05510385884705408,54.65830577403996,0.9596456536512701,0.4089912982244044
0.05510385884705408,54.65830577403996,0.9596456536512701,0.4089912982244044
0.05500871310372549,51.55633975599113,0.9599582328507652,0.41226171660050637
0.05511161607233265,55.07051992273088,0.9603559370302029,0.4122519824149615
0.05511161607233265,55.07051992273088,0.9603559370302029,0.4122519824149615
0.05511161607233265,55.07051992273088,0.9603559370302029,0.4122519824149615
0.05511161607233265,55.07051992273088,0.9603559370302029,0.4122519824149615
0.05511161607233265,55.07051992273088,0.9603559370302029,0.4122519824149615
0.055121295674985527,54.00781556517691,0.9613392803168345,0.423629820050914
0.055121295674985527,54.00781556517691,0.9613392803168345,0.423629820050914
0.05526369664172883,54.20820383123113,0.9609313744123619,0.4183161291423161
0.05525635572158189,58.552283886890564,0.9611440791406197,0.4173085878648853
0.05525635572158189,58.552283886890564,0.9611440791406197,0.4173085878648853
0.05524407893940817,57.88526426632039,0.9612305121380305,0.4233445066315667
0.05587039511829508,56.233565106463224,0.965438823791768,0.4525150081172628
