Probability of infection from exposure,Time of initial exposure,Probability of self-isolation,Probability of protective behaviors
0.05394436821038107,36.91544451899327,0.9572472738049832,0.4152976395628094
0.05392930428553582,38.66478971821081,0.9579327885405952,0.42194044211954274
0.05392930428553582,38.66478971821081,0.9579327885405952,0.42194044211954274
0.05392930428553582,38.66478971821081,0.9579327885405952,0.42194044211954274
0.05410564485839759,40.09800722459115,0.9580245630297839,0.4148499295868156
0.05399819594569191,39.699437696602814,0.9576061740675856,0.4132866968487863
0.054046451067257875,36.053706776920016,0.9573605108580792,0.40790659802024326
0.054046451067257875,36.053706776920016,0.9573605108580792,0.40790659802024326
0.054744342990689074,47.016063170541514,0.9599019629983934,0.43090981047842825
0.054744342990689074,47.016063170541514,0.9599019629983934,0.43090981047842825
0.054813389802697884,44.03396760629873,0.9609008690037669,0.44249584635923495
0.054813389802697884,44.03396760629873,0.9609008690037669,0.44249584635923495
0.05464452547684433,46.87243681904061,0.9605576190922269,0.4410055204310505
0.055130736163688,48.40688053180924,0.9618578735354038,0.4419855209883392
0.054793934953906595,46.2663448802113,0.9598352419243552,0.4405136995235431
0.054793934953906595,46.2663448802113,0.9598352419243552,0.4405136995235431
0.054793934953906595,46.2663448802113,0.9598352419243552,0.4405136995235431
0.0545656505660878,43.349876839044484,0.9594515241710637,0.44064559501139644
0.054435385863420914,42.71954701982897,0.9592649233503469,0.43959055493289195
0.05426177556082112,41.083561841091765,0.9593796766299516,0.4426248923248457
0.055473349400006644,38.969234938315694,0.9635638441226939,0.4611966275959535
0.055473349400006644,38.969234938315694,0.9635638441226939,0.4611966275959535
0.054929132851538595,34.77483508320755,0.9588308973830657,0.42403222337632146
0.054929132851538595,34.77483508320755,0.9588308973830657,0.42403222337632146
0.055233422513420206,33.92346159692901,0.9598039437572415,0.42398203911406945
0.055154080652706244,32.035573627142284,0.9592317223919854,0.4224005979749617
0.055154080652706244,32.035573627142284,0.9592317223919854,0.4224005979749617
0.055154080652706244,32.035573627142284,0.9592317223919854,0.4224005979749617
0.055154080652706244,32.035573627142284,0.9592317223919854,0.4224005979749617
0.054271515470332814,37.21267423743307,0.9598353689653634,0.440268644303069
0.05448259495776566,35.37008788067327,0.9600232186631888,0.4386482814201786
0.05448259495776566,35.37008788067327,0.9600232186631888,0.4386482814201786
0.05448259495776566,35.37008788067327,0.9600232186631888,0.4386482814201786
0.055276516105980056,37.14475659227406,0.9594380979944303,0.44012677277640194
0.05527691514712135,35.97978948034604,0.9595982024174785,0.43813868038410714
0.05527691514712135,35.97978948034604,0.9595982024174785,0.43813868038410714
0.05527691514712135,35.97978948034604,0.9595982024174785,0.43813868038410714
0.055306293980682784,35.314868833770326,0.9599196742421032,0.440859037577449
0.05516841186220316,35.46165429880137,0.9600372617236181,0.43863357568544553
0.055016424685261696,36.339937396880615,0.959258998856104,0.43386271232827056
0.055016424685261696,36.339937396880615,0.959258998856104,0.43386271232827056
0.055016424685261696,36.339937396880615,0.959258998856104,0.43386271232827056
0.055016424685261696,36.339937396880615,0.959258998856104,0.43386271232827056
0.05509137768690905,36.095757524778,0.9594726734824948,0.4339360179594357
0.05485410393804417,38.74576628647611,0.9592007959150797,0.43497457090033903
0.05485410393804417,38.74576628647611,0.9592007959150797,0.43497457090033903
0.054869953217615834,41.13051497193281,0.9593162232878165,0.43587267144959413
0.05480811217194081,38.03053238636861,0.9592022157041705,0.438018573542688
0.05480811217194081,38.03053238636861,0.9592022157041705,0.438018573542688
0.05480811217194081,38.03053238636861,0.9592022157041705,0.438018573542688
0.05480811217194081,38.03053238636861,0.9592022157041705,0.438018573542688
0.05480811217194081,38.03053238636861,0.9592022157041705,0.438018573542688
0.05480811217194081,38.03053238636861,0.9592022157041705,0.438018573542688
0.05480811217194081,38.03053238636861,0.9592022157041705,0.438018573542688
0.05480811217194081,38.03053238636861,0.9592022157041705,0.438018573542688
0.05459957849496105,36.98268844479651,0.9592216570891707,0.44189492709975164
0.05459957849496105,36.98268844479651,0.9592216570891707,0.44189492709975164
0.05459957849496105,36.98268844479651,0.9592216570891707,0.44189492709975164
0.05459957849496105,36.98268844479651,0.9592216570891707,0.44189492709975164
0.05459957849496105,36.98268844479651,0.9592216570891707,0.44189492709975164
0.05446599713754049,37.5625942900757,0.9590880211036181,0.44234327810587576
0.054593218864771205,37.35575422917268,0.9592540573473587,0.44125186223787954
0.054593218864771205,37.35575422917268,0.9592540573473587,0.44125186223787954
0.054593218864771205,37.35575422917268,0.9592540573473587,0.44125186223787954
0.054593218864771205,37.35575422917268,0.9592540573473587,0.44125186223787954
0.054593218864771205,37.35575422917268,0.9592540573473587,0.44125186223787954
0.05452071176624249,36.491205194437015,0.9588406954099274,0.43841325790019336
0.05418803864310081,36.018642842501336,0.9582800963141452,0.43963430215409005
0.05418803864310081,36.018642842501336,0.9582800963141452,0.43963430215409005
0.05418803864310081,36.018642842501336,0.9582800963141452,0.43963430215409005
0.05418803864310081,36.018642842501336,0.9582800963141452,0.43963430215409005
0.05414974024931869,35.31947695821018,0.9593471303522805,0.4480954175690354
0.05414974024931869,35.31947695821018,0.9593471303522805,0.4480954175690354
0.05418450375211892,35.11534587945709,0.9583485488272362,0.4367959561913642
0.05424035991891102,35.40275202652117,0.9582215700809001,0.43628114013468366
0.053066732271993024,34.8821545730511,0.9538870745347025,0.41221109323621785
0.05488966065435064,48.332266786060075,0.9611071575161166,0.4469650145638462
0.05488966065435064,48.332266786060075,0.9611071575161166,0.4469650145638462
0.054513636445972916,44.31895336145609,0.959554812198702,0.42820234470490415
0.054604773259470295,43.79041903561787,0.9591065067006604,0.4231082817437148
0.05457392680185012,41.200355585565205,0.9590822672342386,0.42016682209051964
0.05457392680185012,41.200355585565205,0.9590822672342386,0.42016682209051964
0.05452025502149391,39.450410458601105,0.9592902349645702,0.4226511014252319
0.054417877203939355,39.727670346247486,0.9589832218323697,0.4189242023176455
0.054417877203939355,39.727670346247486,0.9589832218323697,0.4189242023176455
0.05465935592703122,42.70272887906887,0.960197656236307,0.4429237884476167
0.05465935592703122,42.70272887906887,0.960197656236307,0.4429237884476167
0.054867857121591444,44.906187551322084,0.9612489260471787,0.44484437377991287
0.054758761946686545,44.01399666005072,0.9614554282899102,0.4444044473064544
0.05497563907897887,41.29458590426277,0.9630992941088393,0.45507225948779656
0.054906194539757265,37.09757238028728,0.9633380298647805,0.4593907998039088
0.054906194539757265,37.09757238028728,0.9633380298647805,0.4593907998039088
0.05480156684288539,37.98545399027428,0.9627908098221513,0.45734556734099474
0.054533640050963714,37.283362619377364,0.9626448098671617,0.46273013419823883
0.05462800545099058,41.67750840581796,0.9631704291725087,0.4649043443286009
0.05472212726180954,42.98895629529783,0.96322572815463,0.46451860126469985
0.05518453245765628,47.44970306194615,0.9641705565257571,0.46292280189656154
