instance,Number of initial infected,Rate of exposure to infected,Seasonality multiplier,Shielding by susceptible,Proportion of isolated in homes,Proportion of isolated in nursing homes,Time of initial seeding of infection,Probability of stay at home,Probability of protective behaviors
1730,457.401460569227,0.0646068260850342,0.0959682930635217,0.98437833708639,0.442872476026811,0.616352264919931,79.4637271871083,0.960940942776441,0.457784239188886
1732,518.455626945845,0.0568512144249857,0.189208399449532,0.983599112862271,0.489793327394133,0.666450887870217,82.5412749782157,0.964307629875186,0.468771947992517
1733,462.032277220664,0.0564786986492265,0.267306225026883,0.991577472474031,0.561864425846865,0.469450139388749,66.7470156401989,0.950342867962097,0.435719405524049
1744,502.257793985871,0.0559072582084011,0.314565577457053,0.989274764230087,0.485335125590245,0.552966998938549,88.9015628359157,0.965953021595829,0.47323204368984
1745,536.574244476824,0.0542630918989641,0.237214244067556,0.996057575223286,0.444576083269475,0.492291756993573,70.284899929335,0.953017245646542,0.466338578513347
1747,519.572074962831,0.0500239297137265,0.349514903894629,0.973948806950887,0.625655422180935,0.42679455198502,66.4111478360977,0.962452602243367,0.454897073537559
1748,501.120885811948,0.0552692671712731,0.417673453513848,0.997384745349984,0.606357503220958,0.332558632204465,84.782395211035,0.968420688004787,0.446044513020087
1750,550.413463604552,0.0518867542059309,0.297087399517419,0.956098729709339,0.425854805355114,0.555246785385883,111.258261382605,0.954519471489371,0.458213311706898
1751,491.460297384548,0.0545821125874039,0.399703681154598,0.993738723307405,0.617076583696011,0.642831632286748,73.3737870918047,0.97605756592155,0.461829851733326
1752,517.16861489725,0.0602153969025021,0.238091188783081,0.980627992831239,0.557704121664927,0.52168944585629,83.5486431322661,0.979410680904783,0.472465836095098
1753,494.182604473614,0.0509053426338772,0.299676322320789,0.950696839482139,0.511627757969764,0.388212543536293,86.7341235472799,0.959263081099118,0.452021617346824
1759,450.290470857147,0.0608639790531634,0.126116404331583,0.962511728838406,0.416700300880437,0.636829704573452,72.2502340395302,0.970496181476961,0.489352141857916
1764,437.183782226289,0.0526477558192376,0.260867150557882,0.933513444815765,0.507673390728553,0.711525950777214,70.745258364268,0.971720886195102,0.473712798652063
1767,465.589127504293,0.0483998486484996,0.209785936430932,0.930482509807083,0.588591912578513,0.420611379070158,43.8160074827986,0.953624866443548,0.457629257868399
1768,432.336476155128,0.0575637069844564,0.262641520884133,0.960211189960235,0.571184165608982,0.676460731293958,68.7029179837812,0.979760069636441,0.489908261683232
1777,439.271755921258,0.0503945988630324,0.131662947570144,0.909340358036984,0.566718800485502,0.779446205624655,67.1140393354914,0.955608142231491,0.434427950305936
1778,411.873222106649,0.0530149092633197,0.255547816883277,0.937152005253738,0.499094381677103,0.755334297510754,67.3411416848955,0.965737361890614,0.451044709510522
