,Rate of exposure to infected,Time of initial seeding of infection,Probability of stay at home,Probability of protective behaviors
0,0.0549692992529987,64.40833287084138,0.9594964256327512,0.4487749887737829
1,0.0566360008004549,74.32806269541449,0.9590110769000229,0.4216343332207727
2,0.0546393727553856,54.342311637890504,0.95784174300659,0.4452832031733069
3,0.0545003556257683,39.09871890408122,0.9566072935451008,0.4434113716672618
4,0.0558957711935065,61.4575659732841,0.9623507317451886,0.4429045620463164
5,0.0572442638391083,68.3780328171052,0.9585805987472088,0.4197538419531962
6,0.054507975533624,61.47428367972483,0.9558533958999972,0.4404005833717811
7,0.0602428787896179,94.83322276908513,0.9631835652501234,0.4185608449575085
8,0.0553794304554665,81.22575506121309,0.9621182471393406,0.4553230523343665
9,0.0559055515193202,35.54549230548745,0.9558046236134828,0.4218399198301185
10,0.0549438864134181,38.20555157355159,0.9554825896083372,0.423035942031393
11,0.0543121951683815,34.82913706073528,0.9560746696048106,0.4352022467986615
12,0.0554982949422717,75.11567610531277,0.9588246054316008,0.4383993928106853
13,0.0549986206233059,33.73964125019986,0.9557561153800994,0.4313949392308287
14,0.0605827890179287,95.3008469127806,0.9622394170417904,0.4092885974785303
15,0.0548066709120734,63.65242285792538,0.9556437817107604,0.4351420902375484
16,0.0545344812583818,40.84120723500435,0.955700836245284,0.4331026189879449
17,0.0537929855453422,50.18136646543847,0.9564453028383808,0.4393716101958179
18,0.0545205560360304,35.47504911345139,0.9565528958176012,0.4334680845795544
19,0.0548378366441552,65.44952756191778,0.9508901361087598,0.4206818328683475
20,0.0543586697016071,48.265320210440095,0.9522468882876488,0.4204957958449006
21,0.0548635288940984,32.81208023353186,0.9584350679796796,0.4350234995171619
22,0.0563328631406371,77.46823132208866,0.9562490297406988,0.4192902046613352
23,0.055350719128517,73.58534002299471,0.9527102694503776,0.4182519231820488
24,0.0553786001335221,60.163939556779546,0.9537473092395876,0.4206783590214004
25,0.0540900444768807,36.617854497859526,0.957722219933635,0.4479317165139366
26,0.0552239200876847,33.71515744646971,0.955945004381419,0.4210360287165776
27,0.0540510861008681,34.62094496679279,0.9564042090488593,0.441094959483932
28,0.0601832722121712,96.1450914961945,0.9614292289086516,0.4118514853836917
29,0.0548281217681296,77.862636747758,0.9548148637739532,0.4307771853109229
