instance,Number of initial infected,Rate of exposure to infected,Seasonality multiplier,Shielding by susceptible,Proportion of isolated in homes,Proportion of isolated in nursing homes,Time of initial seeding of infection,Probability of stay at home,Probability of protective behaviors
277,443.6,0.0613556851311953,0.211,0.967,0.471,0.549,107.70703125,0.9562704,0.455388203017833
278,443.6,0.0646413994169096,0.211,0.967,0.471,0.549,89.20703125,0.9646704,0.483721536351166
279,443.6,0.0679271137026239,0.211,0.967,0.471,0.549,126.20703125,0.9730704,0.411314128943759
280,443.6,0.0486822157434402,0.211,0.967,0.471,0.549,66.08203125,0.9411504,0.439647462277092
281,443.6,0.0519679300291545,0.211,0.967,0.471,0.549,103.08203125,0.9495504,0.467980795610425
282,443.6,0.0552536443148688,0.211,0.967,0.471,0.549,84.58203125,0.9579504,0.420758573388203
283,443.6,0.0585393586005831,0.211,0.967,0.471,0.549,121.58203125,0.9663504,0.449091906721536
284,443.6,0.0618250728862974,0.211,0.967,0.471,0.549,75.33203125,0.9747504,0.47742524005487
285,443.6,0.0651107871720117,0.211,0.967,0.471,0.549,112.33203125,0.9428304,0.430203017832647
286,443.6,0.068396501457726,0.211,0.967,0.471,0.549,93.83203125,0.9512304,0.458536351165981
287,443.6,0.0491516034985423,0.211,0.967,0.471,0.549,130.83203125,0.9596304,0.486869684499314
288,443.6,0.0524373177842566,0.211,0.967,0.471,0.549,60.30078125,0.9680304,0.414462277091907
289,443.6,0.0557230320699708,0.211,0.967,0.471,0.549,97.30078125,0.9764304,0.44279561042524
290,443.6,0.0590087463556851,0.211,0.967,0.471,0.549,78.80078125,0.9445104,0.471128943758573
291,443.6,0.0622944606413994,0.211,0.967,0.471,0.549,115.80078125,0.9529104,0.423906721536351
292,443.6,0.0655801749271137,0.211,0.967,0.471,0.549,69.55078125,0.9613104,0.452240054869684
293,443.6,0.068865889212828,0.211,0.967,0.471,0.549,106.55078125,0.9697104,0.480573388203018
294,443.6,0.046402332361516,0.211,0.967,0.471,0.549,88.05078125,0.9781104,0.433351165980796
295,443.6,0.0496880466472303,0.211,0.967,0.471,0.549,125.05078125,0.9461904,0.461684499314129
296,443.6,0.0529737609329446,0.211,0.967,0.471,0.549,64.92578125,0.9545904,0.490017832647462
297,443.6,0.0562594752186589,0.211,0.967,0.471,0.549,101.92578125,0.9629904,0.40921536351166
298,443.6,0.0595451895043732,0.211,0.967,0.471,0.549,83.42578125,0.9713904,0.437548696844993
299,443.6,0.0628309037900875,0.211,0.967,0.471,0.549,120.42578125,0.9797904,0.465882030178326
300,443.6,0.0661166180758018,0.211,0.967,0.471,0.549,74.17578125,0.9398064,0.418659807956104
301,443.6,0.0468717201166181,0.211,0.967,0.471,0.549,111.17578125,0.9482064,0.446993141289438
302,443.6,0.0501574344023324,0.211,0.967,0.471,0.549,92.67578125,0.9566064,0.475326474622771
303,443.6,0.0534431486880467,0.211,0.967,0.471,0.549,129.67578125,0.9650064,0.428104252400549
304,443.6,0.0567288629737609,0.211,0.967,0.471,0.549,62.61328125,0.9734064,0.456437585733882
305,443.6,0.0600145772594752,0.211,0.967,0.471,0.549,99.61328125,0.9414864,0.484770919067215
306,443.6,0.0633002915451895,0.211,0.967,0.471,0.549,81.11328125,0.9498864,0.412363511659808
307,443.6,0.0665860058309038,0.211,0.967,0.471,0.549,118.11328125,0.9582864,0.440696844993141
308,443.6,0.0473411078717201,0.211,0.967,0.471,0.549,71.86328125,0.9666864,0.469030178326475
309,443.6,0.0506268221574344,0.211,0.967,0.471,0.549,108.86328125,0.9750864,0.421807956104252
310,443.6,0.0539125364431487,0.211,0.967,0.471,0.549,90.36328125,0.9431664,0.450141289437586
311,443.6,0.057198250728863,0.211,0.967,0.471,0.549,127.36328125,0.9515664,0.478474622770919
312,443.6,0.0604839650145773,0.211,0.967,0.471,0.549,67.23828125,0.9599664,0.431252400548697
313,443.6,0.0637696793002916,0.211,0.967,0.471,0.549,104.23828125,0.9683664,0.45958573388203
314,443.6,0.0670553935860058,0.211,0.967,0.471,0.549,85.73828125,0.9767664,0.487919067215363
315,443.6,0.0478104956268222,0.211,0.967,0.471,0.549,122.73828125,0.9448464,0.415511659807956
316,443.6,0.0510962099125364,0.211,0.967,0.471,0.549,76.48828125,0.9532464,0.443844993141289
317,443.6,0.0543819241982507,0.211,0.967,0.471,0.549,113.48828125,0.9616464,0.472178326474623
318,443.6,0.057667638483965,0.211,0.967,0.471,0.549,94.98828125,0.9700464,0.424956104252401
319,443.6,0.0609533527696793,0.211,0.967,0.471,0.549,131.98828125,0.9784464,0.453289437585734
320,443.6,0.0642390670553936,0.211,0.967,0.471,0.549,59.72265625,0.9465264,0.481622770919067
321,443.6,0.0675247813411079,0.211,0.967,0.471,0.549,96.72265625,0.9549264,0.434400548696845
322,443.6,0.0482798833819242,0.211,0.967,0.471,0.549,78.22265625,0.9633264,0.462733882030178
323,443.6,0.0515655976676385,0.211,0.967,0.471,0.549,115.22265625,0.9717264,0.491067215363512
324,443.6,0.0548513119533528,0.211,0.967,0.471,0.549,68.97265625,0.9801264,0.407466392318244
325,443.6,0.0581370262390671,0.211,0.967,0.471,0.549,105.97265625,0.9401424,0.435799725651577
326,443.6,0.0614227405247813,0.211,0.967,0.471,0.549,87.47265625,0.9485424,0.464133058984911
327,443.6,0.0647084548104956,0.211,0.967,0.471,0.549,124.47265625,0.9569424,0.416910836762689
328,443.6,0.0679941690962099,0.211,0.967,0.471,0.549,64.34765625,0.9653424,0.445244170096022
329,443.6,0.0487492711370262,0.211,0.967,0.471,0.549,101.34765625,0.9737424,0.473577503429355
330,443.6,0.0520349854227405,0.211,0.967,0.471,0.549,82.84765625,0.9418224,0.426355281207133
331,443.6,0.0553206997084548,0.211,0.967,0.471,0.549,119.84765625,0.9502224,0.454688614540466
332,443.6,0.0586064139941691,0.211,0.967,0.471,0.549,73.59765625,0.9586224,0.4830219478738
333,443.6,0.0618921282798834,0.211,0.967,0.471,0.549,110.59765625,0.9670224,0.410614540466392
334,443.6,0.0651778425655977,0.211,0.967,0.471,0.549,92.09765625,0.9754224,0.438947873799726
335,443.6,0.068463556851312,0.211,0.967,0.471,0.549,129.09765625,0.9435024,0.467281207133059
336,443.6,0.0492186588921283,0.211,0.967,0.471,0.549,62.03515625,0.9519024,0.420058984910837
337,443.6,0.0525043731778426,0.211,0.967,0.471,0.549,99.03515625,0.9603024,0.44839231824417
338,443.6,0.0557900874635569,0.211,0.967,0.471,0.549,80.53515625,0.9687024,0.476725651577503
339,443.6,0.0590758017492711,0.211,0.967,0.471,0.549,117.53515625,0.9771024,0.429503429355281
340,443.6,0.0623615160349854,0.211,0.967,0.471,0.549,71.28515625,0.9451824,0.457836762688615
341,443.6,0.0656472303206997,0.211,0.967,0.471,0.549,108.28515625,0.9535824,0.486170096021948
342,443.6,0.068932944606414,0.211,0.967,0.471,0.549,89.78515625,0.9619824,0.41376268861454
343,443.6,0.0460095793419409,0.211,0.967,0.471,0.549,126.78515625,0.9703824,0.442096021947874
344,443.6,0.0492952936276551,0.211,0.967,0.471,0.549,66.66015625,0.9787824,0.470429355281207
345,443.6,0.0525810079133694,0.211,0.967,0.471,0.549,103.66015625,0.9468624,0.423207133058985
346,443.6,0.0558667221990837,0.211,0.967,0.471,0.549,85.16015625,0.9552624,0.451540466392318
347,443.6,0.059152436484798,0.211,0.967,0.471,0.549,122.16015625,0.9636624,0.479873799725652
348,443.6,0.0624381507705123,0.211,0.967,0.471,0.549,75.91015625,0.9720624,0.432651577503429
349,443.6,0.0657238650562266,0.211,0.967,0.471,0.549,112.91015625,0.9804624,0.460984910836763
350,443.6,0.0464789670970429,0.211,0.967,0.471,0.549,94.41015625,0.9404784,0.489318244170096
351,443.6,0.0497646813827572,0.211,0.967,0.471,0.549,131.41015625,0.9488784,0.408515775034294
352,443.6,0.0530503956684715,0.211,0.967,0.471,0.549,60.87890625,0.9572784,0.436849108367627
353,443.6,0.0563361099541858,0.211,0.967,0.471,0.549,97.87890625,0.9656784,0.46518244170096
354,443.6,0.0596218242399,0.211,0.967,0.471,0.549,79.37890625,0.9740784,0.417960219478738
355,443.6,0.0629075385256143,0.211,0.967,0.471,0.549,116.37890625,0.9421584,0.446293552812071
356,443.6,0.0661932528113286,0.211,0.967,0.471,0.549,70.12890625,0.9505584,0.474626886145405
357,443.6,0.0469483548521449,0.211,0.967,0.471,0.549,107.12890625,0.9589584,0.427404663923182
358,443.6,0.0502340691378592,0.211,0.967,0.471,0.549,88.62890625,0.9673584,0.455737997256516
359,443.6,0.0535197834235735,0.211,0.967,0.471,0.549,125.62890625,0.9757584,0.484071330589849
360,443.6,0.0568054977092878,0.211,0.967,0.471,0.549,65.50390625,0.9438384,0.411663923182442
361,443.6,0.0600912119950021,0.211,0.967,0.471,0.549,102.50390625,0.9522384,0.439997256515775
362,443.6,0.0633769262807164,0.211,0.967,0.471,0.549,84.00390625,0.9606384,0.468330589849108
363,443.6,0.0666626405664307,0.211,0.967,0.471,0.549,121.00390625,0.9690384,0.421108367626886
364,443.6,0.047417742607247,0.211,0.967,0.471,0.549,74.75390625,0.9774384,0.449441700960219
365,443.6,0.0507034568929613,0.211,0.967,0.471,0.549,111.75390625,0.9455184,0.477775034293553
366,443.6,0.0539891711786756,0.211,0.967,0.471,0.549,93.25390625,0.9539184,0.430552812071331
367,443.6,0.0572748854643898,0.211,0.967,0.471,0.549,130.25390625,0.9623184,0.458886145404664
368,443.6,0.0605605997501041,0.211,0.967,0.471,0.549,63.19140625,0.9707184,0.487219478737997
369,443.6,0.0638463140358184,0.211,0.967,0.471,0.549,100.19140625,0.9791184,0.41481207133059
370,443.6,0.0671320283215327,0.211,0.967,0.471,0.549,81.69140625,0.9471984,0.443145404663923
371,443.6,0.047887130362349,0.211,0.967,0.471,0.549,118.69140625,0.9555984,0.471478737997256
372,443.6,0.0511728446480633,0.211,0.967,0.471,0.549,72.44140625,0.9639984,0.424256515775034
373,443.6,0.0544585589337776,0.211,0.967,0.471,0.549,109.44140625,0.9723984,0.452589849108368
374,443.6,0.0577442732194919,0.211,0.967,0.471,0.549,90.94140625,0.9807984,0.480923182441701
375,443.6,0.0610299875052062,0.211,0.967,0.471,0.549,127.94140625,0.9392016,0.433700960219479
376,443.6,0.0643157017909205,0.211,0.967,0.471,0.549,67.81640625,0.9476016,0.462034293552812
377,443.6,0.0676014160766347,0.211,0.967,0.471,0.549,104.81640625,0.9560016,0.490367626886145
378,443.6,0.0483565181174511,0.211,0.967,0.471,0.549,86.31640625,0.9644016,0.409565157750343
379,443.6,0.0516422324031653,0.211,0.967,0.471,0.549,123.31640625,0.9728016,0.437898491083676
380,443.6,0.0549279466888796,0.211,0.967,0.471,0.549,77.06640625,0.9408816,0.46623182441701
381,443.6,0.0582136609745939,0.211,0.967,0.471,0.549,114.06640625,0.9492816,0.419009602194787
382,443.6,0.0614993752603082,0.211,0.967,0.471,0.549,95.56640625,0.9576816,0.447342935528121
383,443.6,0.0647850895460225,0.211,0.967,0.471,0.549,132.56640625,0.9660816,0.475676268861454
384,443.6,0.0680708038317368,0.211,0.967,0.471,0.549,59.43359375,0.9744816,0.428454046639232
385,443.6,0.0488259058725531,0.211,0.967,0.471,0.549,96.43359375,0.9425616,0.456787379972565
386,443.6,0.0521116201582674,0.211,0.967,0.471,0.549,77.93359375,0.9509616,0.485120713305898
387,443.6,0.0553973344439817,0.211,0.967,0.471,0.549,114.93359375,0.9593616,0.412713305898491
388,443.6,0.058683048729696,0.211,0.967,0.471,0.549,68.68359375,0.9677616,0.441046639231824
389,443.6,0.0619687630154103,0.211,0.967,0.471,0.549,105.68359375,0.9761616,0.469379972565158
390,443.6,0.0652544773011245,0.211,0.967,0.471,0.549,87.18359375,0.9442416,0.422157750342936
391,443.6,0.0685401915868388,0.211,0.967,0.471,0.549,124.18359375,0.9526416,0.450491083676269
392,443.6,0.0460766347355269,0.211,0.967,0.471,0.549,64.05859375,0.9610416,0.478824417009602
393,443.6,0.0493623490212411,0.211,0.967,0.471,0.549,101.05859375,0.9694416,0.43160219478738
394,443.6,0.0526480633069554,0.211,0.967,0.471,0.549,82.55859375,0.9778416,0.459935528120713
395,443.6,0.0559337775926697,0.211,0.967,0.471,0.549,119.55859375,0.9459216,0.488268861454047
396,443.6,0.059219491878384,0.211,0.967,0.471,0.549,73.30859375,0.9543216,0.415861454046639
397,443.6,0.0625052061640983,0.211,0.967,0.471,0.549,110.30859375,0.9627216,0.444194787379973
398,443.6,0.0657909204498126,0.211,0.967,0.471,0.549,91.80859375,0.9711216,0.472528120713306
399,443.6,0.0465460224906289,0.211,0.967,0.471,0.549,128.80859375,0.9795216,0.425305898491084
400,443.6,0.0498317367763432,0.211,0.967,0.471,0.549,61.74609375,0.9395376,0.453639231824417
401,443.6,0.0531174510620575,0.211,0.967,0.471,0.549,98.74609375,0.9479376,0.48197256515775
402,443.6,0.0564031653477718,0.211,0.967,0.471,0.549,80.24609375,0.9563376,0.434750342935528
403,443.6,0.059688879633486,0.211,0.967,0.471,0.549,117.24609375,0.9647376,0.463083676268861
404,443.6,0.0629745939192003,0.211,0.967,0.471,0.549,70.99609375,0.9731376,0.491417009602195
405,443.6,0.0662603082049146,0.211,0.967,0.471,0.549,107.99609375,0.9412176,0.407816186556927
406,443.6,0.0470154102457309,0.211,0.967,0.471,0.549,89.49609375,0.9496176,0.436149519890261
407,443.6,0.0503011245314452,0.211,0.967,0.471,0.549,126.49609375,0.9580176,0.464482853223594
408,443.6,0.0535868388171595,0.211,0.967,0.471,0.549,66.37109375,0.9664176,0.417260631001372
409,443.6,0.0568725531028738,0.211,0.967,0.471,0.549,103.37109375,0.9748176,0.445593964334705
410,443.6,0.0601582673885881,0.211,0.967,0.471,0.549,84.87109375,0.9428976,0.473927297668038
411,443.6,0.0634439816743024,0.211,0.967,0.471,0.549,121.87109375,0.9512976,0.426705075445816
412,443.6,0.0667296959600167,0.211,0.967,0.471,0.549,75.62109375,0.9596976,0.45503840877915
413,443.6,0.047484798000833,0.211,0.967,0.471,0.549,112.62109375,0.9680976,0.483371742112483
414,443.6,0.0507705122865473,0.211,0.967,0.471,0.549,94.12109375,0.9764976,0.410964334705075
415,443.6,0.0540562265722616,0.211,0.967,0.471,0.549,131.12109375,0.9445776,0.439297668038409
416,443.6,0.0573419408579758,0.211,0.967,0.471,0.549,60.58984375,0.9529776,0.467631001371742
417,443.6,0.0606276551436901,0.211,0.967,0.471,0.549,97.58984375,0.9613776,0.42040877914952
418,443.6,0.0639133694294044,0.211,0.967,0.471,0.549,79.08984375,0.9697776,0.448742112482853
419,443.6,0.0671990837151187,0.211,0.967,0.471,0.549,116.08984375,0.9781776,0.477075445816187
420,443.6,0.047954185755935,0.211,0.967,0.471,0.549,69.83984375,0.9462576,0.429853223593964
421,443.6,0.0512399000416493,0.211,0.967,0.471,0.549,106.83984375,0.9546576,0.458186556927298
422,443.6,0.0545256143273636,0.211,0.967,0.471,0.549,88.33984375,0.9630576,0.486519890260631
423,443.6,0.0578113286130779,0.211,0.967,0.471,0.549,125.33984375,0.9714576,0.414112482853224
424,443.6,0.0610970428987922,0.211,0.967,0.471,0.549,65.21484375,0.9798576,0.442445816186557
425,443.6,0.0643827571845065,0.211,0.967,0.471,0.549,102.21484375,0.9398736,0.47077914951989
426,443.6,0.0676684714702207,0.211,0.967,0.471,0.549,83.71484375,0.9482736,0.423556927297668
427,443.6,0.0484235735110371,0.211,0.967,0.471,0.549,120.71484375,0.9566736,0.451890260631001
428,443.6,0.0517092877967514,0.211,0.967,0.471,0.549,74.46484375,0.9650736,0.480223593964335
429,443.6,0.0549950020824656,0.211,0.967,0.471,0.549,111.46484375,0.9734736,0.433001371742112
430,443.6,0.0582807163681799,0.211,0.967,0.471,0.549,92.96484375,0.9415536,0.461334705075446
431,443.6,0.0615664306538942,0.211,0.967,0.471,0.549,129.96484375,0.9499536,0.489668038408779
432,443.6,0.0648521449396085,0.211,0.967,0.471,0.549,62.90234375,0.9583536,0.408865569272977
433,443.6,0.0681378592253228,0.211,0.967,0.471,0.549,99.90234375,0.9667536,0.43719890260631
434,443.6,0.0488929612661391,0.211,0.967,0.471,0.549,81.40234375,0.9751536,0.465532235939643
435,443.6,0.0521786755518534,0.211,0.967,0.471,0.549,118.40234375,0.9432336,0.418310013717421
436,443.6,0.0554643898375677,0.211,0.967,0.471,0.549,72.15234375,0.9516336,0.446643347050754
437,443.6,0.058750104123282,0.211,0.967,0.471,0.549,109.15234375,0.9600336,0.474976680384088
438,443.6,0.0620358184089963,0.211,0.967,0.471,0.549,90.65234375,0.9684336,0.427754458161866
439,443.6,0.0653215326947105,0.211,0.967,0.471,0.549,127.65234375,0.9768336,0.456087791495199
440,443.6,0.0686072469804248,0.211,0.967,0.471,0.549,67.52734375,0.9449136,0.484421124828532
441,443.6,0.0461436901291129,0.211,0.967,0.471,0.549,104.52734375,0.9533136,0.412013717421125
442,443.6,0.0494294044148272,0.211,0.967,0.471,0.549,86.02734375,0.9617136,0.440347050754458
443,443.6,0.0527151187005414,0.211,0.967,0.471,0.549,123.02734375,0.9701136,0.468680384087792
444,443.6,0.0560008329862557,0.211,0.967,0.471,0.549,76.77734375,0.9785136,0.421458161865569
445,443.6,0.05928654727197,0.211,0.967,0.471,0.549,113.77734375,0.9465936,0.449791495198903
446,443.6,0.0625722615576843,0.211,0.967,0.471,0.549,95.27734375,0.9549936,0.478124828532236
447,443.6,0.0658579758433986,0.211,0.967,0.471,0.549,132.27734375,0.9633936,0.430902606310014
448,443.6,0.0466130778842149,0.211,0.967,0.471,0.549,60.01171875,0.9717936,0.459235939643347
449,443.6,0.0498987921699292,0.211,0.967,0.471,0.549,97.01171875,0.9801936,0.48756927297668
450,443.6,0.0531845064556435,0.211,0.967,0.471,0.549,78.51171875,0.9402096,0.415161865569273
451,443.6,0.0564702207413578,0.211,0.967,0.471,0.549,115.51171875,0.9486096,0.443495198902606
452,443.6,0.059755935027072,0.211,0.967,0.471,0.549,69.26171875,0.9570096,0.47182853223594
453,443.6,0.0630416493127863,0.211,0.967,0.471,0.549,106.26171875,0.9654096,0.424606310013717
454,443.6,0.0663273635985006,0.211,0.967,0.471,0.549,87.76171875,0.9738096,0.452939643347051
455,443.6,0.047082465639317,0.211,0.967,0.471,0.549,124.76171875,0.9418896,0.481272976680384
456,443.6,0.0503681799250312,0.211,0.967,0.471,0.549,64.63671875,0.9502896,0.434050754458162
457,443.6,0.0536538942107455,0.211,0.967,0.471,0.549,101.63671875,0.9586896,0.462384087791495
458,443.6,0.0569396084964598,0.211,0.967,0.471,0.549,83.13671875,0.9670896,0.490717421124829
459,443.6,0.0602253227821741,0.211,0.967,0.471,0.549,120.13671875,0.9754896,0.409914951989026
460,443.6,0.0635110370678884,0.211,0.967,0.471,0.549,73.88671875,0.9435696,0.438248285322359
461,443.6,0.0667967513536027,0.211,0.967,0.471,0.549,110.88671875,0.9519696,0.466581618655693
462,443.6,0.047551853394419,0.211,0.967,0.471,0.549,92.38671875,0.9603696,0.41935939643347
463,443.6,0.0508375676801333,0.211,0.967,0.471,0.549,129.38671875,0.9687696,0.447692729766804
464,443.6,0.0541232819658476,0.211,0.967,0.471,0.549,62.32421875,0.9771696,0.476026063100137
465,443.6,0.0574089962515619,0.211,0.967,0.471,0.549,99.32421875,0.9452496,0.428803840877915
466,443.6,0.0606947105372761,0.211,0.967,0.471,0.549,80.82421875,0.9536496,0.457137174211248
467,443.6,0.0639804248229904,0.211,0.967,0.471,0.549,117.82421875,0.9620496,0.485470507544582
468,443.6,0.0672661391087047,0.211,0.967,0.471,0.549,71.57421875,0.9704496,0.413063100137174
469,443.6,0.048021241149521,0.211,0.967,0.471,0.549,108.57421875,0.9788496,0.441396433470507
470,443.6,0.0513069554352353,0.211,0.967,0.471,0.549,90.07421875,0.9469296,0.469729766803841
471,443.6,0.0545926697209496,0.211,0.967,0.471,0.549,127.07421875,0.9553296,0.422507544581619
472,443.6,0.0578783840066639,0.211,0.967,0.471,0.549,66.94921875,0.9637296,0.450840877914952
473,443.6,0.0611640982923782,0.211,0.967,0.471,0.549,103.94921875,0.9721296,0.479174211248285
474,443.6,0.0644498125780925,0.211,0.967,0.471,0.549,85.44921875,0.9805296,0.431951989026063
475,443.6,0.0677355268638068,0.211,0.967,0.471,0.549,122.44921875,0.9405456,0.460285322359396
476,443.6,0.0484906289046231,0.211,0.967,0.471,0.549,76.19921875,0.9489456,0.48861865569273
477,443.6,0.0517763431903374,0.211,0.967,0.471,0.549,113.19921875,0.9573456,0.416211248285322
478,443.6,0.0550620574760516,0.211,0.967,0.471,0.549,94.69921875,0.9657456,0.444544581618656
479,443.6,0.0583477717617659,0.211,0.967,0.471,0.549,131.69921875,0.9741456,0.472877914951989
480,443.6,0.0616334860474802,0.211,0.967,0.471,0.549,61.16796875,0.9422256,0.425655692729767
481,443.6,0.0649192003331945,0.211,0.967,0.471,0.549,98.16796875,0.9506256,0.4539890260631
482,443.6,0.0682049146189088,0.211,0.967,0.471,0.549,79.66796875,0.9590256,0.482322359396433
483,443.6,0.0489600166597251,0.211,0.967,0.471,0.549,116.66796875,0.9674256,0.435100137174211
484,443.6,0.0522457309454394,0.211,0.967,0.471,0.549,70.41796875,0.9758256,0.463433470507545
485,443.6,0.0555314452311537,0.211,0.967,0.471,0.549,107.41796875,0.9439056,0.491766803840878
486,443.6,0.058817159516868,0.211,0.967,0.471,0.549,88.91796875,0.9523056,0.407233196159122
487,443.6,0.0621028738025823,0.211,0.967,0.471,0.549,125.91796875,0.9607056,0.435566529492455
488,443.6,0.0653885880882965,0.211,0.967,0.471,0.549,65.79296875,0.9691056,0.463899862825789
489,443.6,0.0686743023740108,0.211,0.967,0.471,0.549,102.79296875,0.9775056,0.416677640603566
490,443.6,0.0462107455226989,0.211,0.967,0.471,0.549,84.29296875,0.9455856,0.4450109739369
491,443.6,0.0494964598084132,0.211,0.967,0.471,0.549,121.29296875,0.9539856,0.473344307270233
492,443.6,0.0527821740941275,0.211,0.967,0.471,0.549,75.04296875,0.9623856,0.426122085048011
493,443.6,0.0560678883798417,0.211,0.967,0.471,0.549,112.04296875,0.9707856,0.454455418381344
494,443.6,0.059353602665556,0.211,0.967,0.471,0.549,93.54296875,0.9791856,0.482788751714678
495,443.6,0.0626393169512703,0.211,0.967,0.471,0.549,130.54296875,0.9472656,0.41038134430727
496,443.6,0.0659250312369846,0.211,0.967,0.471,0.549,63.48046875,0.9556656,0.438714677640604
497,443.6,0.0466801332778009,0.211,0.967,0.471,0.549,100.48046875,0.9640656,0.467048010973937
498,443.6,0.0499658475635152,0.211,0.967,0.471,0.549,81.98046875,0.9724656,0.419825788751715
499,443.6,0.0532515618492295,0.211,0.967,0.471,0.549,118.98046875,0.9808656,0.448159122085048
500,443.6,0.0565372761349438,0.211,0.967,0.471,0.549,72.73046875,0.9392688,0.476492455418381
501,443.6,0.0598229904206581,0.211,0.967,0.471,0.549,54.59765625,0.9476688,0.429270233196159
502,443.6,0.0631087047063724,0.211,0.967,0.471,0.549,51.09765625,0.9560688,0.457603566529492
503,443.6,0.0663944189920866,0.211,0.967,0.471,0.549,58.09765625,0.9644688,0.485936899862826
504,443.6,0.047149521032903,0.211,0.967,0.471,0.549,46.72265625,0.9728688,0.413529492455418
505,443.6,0.0504352353186172,0.211,0.967,0.471,0.549,53.72265625,0.9409488,0.441862825788752
506,443.6,0.0537209496043315,0.211,0.967,0.471,0.549,50.22265625,0.9493488,0.470196159122085
507,443.6,0.0570066638900458,0.211,0.967,0.471,0.549,57.22265625,0.9577488,0.422973936899863
508,443.6,0.0602923781757601,0.211,0.967,0.471,0.549,48.47265625,0.9661488,0.451307270233196
509,443.6,0.0635780924614744,0.211,0.967,0.471,0.549,55.47265625,0.9745488,0.47964060356653
510,443.6,0.0668638067471887,0.211,0.967,0.471,0.549,51.97265625,0.9426288,0.432418381344307
511,443.6,0.047618908788005,0.211,0.967,0.471,0.549,58.97265625,0.9510288,0.460751714677641
512,443.6,0.0509046230737193,0.211,0.967,0.471,0.549,45.013671875,0.9594288,0.489085048010974
513,443.6,0.0541903373594336,0.211,0.967,0.471,0.549,52.013671875,0.9678288,0.408282578875171
514,443.6,0.0574760516451479,0.211,0.967,0.471,0.549,48.513671875,0.9762288,0.436615912208505
515,443.6,0.0607617659308621,0.211,0.967,0.471,0.549,55.513671875,0.9443088,0.464949245541838
516,443.6,0.0640474802165764,0.211,0.967,0.471,0.549,46.763671875,0.9527088,0.417727023319616
517,443.6,0.0673331945022907,0.211,0.967,0.471,0.549,53.763671875,0.9611088,0.446060356652949
518,443.6,0.048088296543107,0.211,0.967,0.471,0.549,50.263671875,0.9695088,0.474393689986283
519,443.6,0.0513740108288213,0.211,0.967,0.471,0.549,57.263671875,0.9779088,0.42717146776406
520,443.6,0.0546597251145356,0.211,0.967,0.471,0.549,45.888671875,0.9459888,0.455504801097394
521,443.6,0.0579454394002499,0.211,0.967,0.471,0.549,52.888671875,0.9543888,0.483838134430727
522,443.6,0.0612311536859642,0.211,0.967,0.471,0.549,49.388671875,0.9627888,0.41143072702332
523,443.6,0.0645168679716785,0.211,0.967,0.471,0.549,56.388671875,0.9711888,0.439764060356653
524,443.6,0.0678025822573928,0.211,0.967,0.471,0.549,47.638671875,0.9795888,0.468097393689986
525,443.6,0.0485576842982091,0.211,0.967,0.471,0.549,54.638671875,0.9396048,0.420875171467764
526,443.6,0.0518433985839234,0.211,0.967,0.471,0.549,51.138671875,0.9480048,0.449208504801097
527,443.6,0.0551291128696377,0.211,0.967,0.471,0.549,58.138671875,0.9564048,0.477541838134431
528,443.6,0.0584148271553519,0.211,0.967,0.471,0.549,45.451171875,0.9648048,0.430319615912208
529,443.6,0.0617005414410662,0.211,0.967,0.471,0.549,52.451171875,0.9732048,0.458652949245542
530,443.6,0.0649862557267805,0.211,0.967,0.471,0.549,48.951171875,0.9412848,0.486986282578875
531,443.6,0.0682719700124948,0.211,0.967,0.471,0.549,55.951171875,0.9496848,0.414578875171468
532,443.6,0.0490270720533111,0.211,0.967,0.471,0.549,47.201171875,0.9580848,0.442912208504801
533,443.6,0.0523127863390254,0.211,0.967,0.471,0.549,54.201171875,0.9664848,0.471245541838134
534,443.6,0.0555985006247397,0.211,0.967,0.471,0.549,50.701171875,0.9748848,0.424023319615912
535,443.6,0.058884214910454,0.211,0.967,0.471,0.549,57.701171875,0.9429648,0.452356652949246
536,443.6,0.0621699291961683,0.211,0.967,0.471,0.549,46.326171875,0.9513648,0.480689986282579
537,443.6,0.0654556434818826,0.211,0.967,0.471,0.549,53.326171875,0.9597648,0.433467764060357
538,443.6,0.0687413577675968,0.211,0.967,0.471,0.549,49.826171875,0.9681648,0.46180109739369
539,443.6,0.0462778009162849,0.211,0.967,0.471,0.549,56.826171875,0.9765648,0.490134430727023
540,443.6,0.0495635152019992,0.211,0.967,0.471,0.549,48.076171875,0.9446448,0.409331961591221
541,443.6,0.0528492294877135,0.211,0.967,0.471,0.549,55.076171875,0.9530448,0.437665294924554
542,443.6,0.0561349437734277,0.211,0.967,0.471,0.549,51.576171875,0.9614448,0.465998628257888
543,443.6,0.059420658059142,0.211,0.967,0.471,0.549,58.576171875,0.9698448,0.418776406035665
544,443.6,0.0627063723448563,0.211,0.967,0.471,0.549,45.232421875,0.9782448,0.447109739368999
545,443.6,0.0659920866305706,0.211,0.967,0.471,0.549,52.232421875,0.9463248,0.475443072702332
546,443.6,0.0467471886713869,0.211,0.967,0.471,0.549,48.732421875,0.9547248,0.42822085048011
547,443.6,0.0500329029571012,0.211,0.967,0.471,0.549,55.732421875,0.9631248,0.456554183813443
548,443.6,0.0533186172428155,0.211,0.967,0.471,0.549,46.982421875,0.9715248,0.484887517146776
549,443.6,0.0566043315285298,0.211,0.967,0.471,0.549,53.982421875,0.9799248,0.412480109739369
