infected.count,susceptible.to.exposed.probability,seasonality.multiplier,shielding.scaling,isolate.infectivity.household,isolate.infectivity.nursinghome,initial.exposure.tick,stay.at.home.probability,stoe.behavioral.adjustment.probability
443.6,0.05431762372763908,0.211,0.967,0.471,0.549,48.3394217482908,0.9571693717741272,0.4135692550793326
443.6,0.05514098858713772,0.211,0.967,0.471,0.549,48.353635755562664,0.9630810106721933,0.4911312754496184
443.6,0.05496830213433048,0.211,0.967,0.471,0.549,62.030848468260956,0.960331292128823,0.44864296964242695
443.6,0.05359547659029319,0.211,0.967,0.471,0.549,77.78084287122961,0.9518028995624271,0.41947082112026446
443.6,0.05569817887393404,0.211,0.967,0.471,0.549,48.26309261642476,0.9637683209802804,0.460310860626434
443.6,0.05513354763594352,0.211,0.967,0.471,0.549,57.59668571169036,0.9630699790817127,0.47792712353169264
443.6,0.05502609648115932,0.211,0.967,0.471,0.549,64.54541147408587,0.9604367299410088,0.47195956520222726
443.6,0.055244112411017204,0.211,0.967,0.471,0.549,41.75486523465266,0.9601413770876763,0.4152486163807761
443.6,0.05417435478305152,0.211,0.967,0.471,0.549,55.573366294444966,0.9570211755059087,0.40865691371209106
443.6,0.05537018632281717,0.211,0.967,0.471,0.549,52.291798523089916,0.9617014073105261,0.45251915934502246
443.6,0.054681256486836714,0.211,0.967,0.471,0.549,43.25699854148447,0.9603228119597366,0.4551950730478594
443.6,0.05470682848184379,0.211,0.967,0.471,0.549,43.803987098714835,0.9595546876543366,0.437950705899769
443.6,0.055201372102307494,0.211,0.967,0.471,0.549,62.12194374773012,0.9603112526681788,0.43328010152842056
443.6,0.05611190292066398,0.211,0.967,0.471,0.549,31.570213000429,0.9649885798768245,0.4622343496957874
443.6,0.05650335798565708,0.211,0.967,0.471,0.549,50.37830620806387,0.9649502770939232,0.4423268139075352
443.6,0.055253094280666236,0.211,0.967,0.471,0.549,36.91385552459353,0.9641787859674458,0.48854511367049896
443.6,0.05567168754554355,0.211,0.967,0.471,0.549,57.07063908402439,0.9623031006071787,0.42711243547694727
443.6,0.05324327975878939,0.211,0.967,0.471,0.549,39.63530213002409,0.9547511501035049,0.4141110370596946
443.6,0.05471086748897311,0.211,0.967,0.471,0.549,53.055309821026654,0.9625878492102441,0.4906101516811172
443.6,0.05532784141288822,0.211,0.967,0.471,0.549,32.72594904270427,0.9610119741787969,0.42508536741958214
443.6,0.05511538626568369,0.211,0.967,0.471,0.549,64.29844291138603,0.9584103410312192,0.40828463776901797
443.6,0.05516163639649831,0.211,0.967,0.471,0.549,46.573501634652125,0.9617619684544365,0.43371884463575155
443.6,0.05502221019284409,0.211,0.967,0.471,0.549,48.674638267036556,0.961831285966917,0.4886246902779155
443.6,0.054984346412484335,0.211,0.967,0.471,0.549,32.148383033556335,0.9601216572797447,0.45709598428394255
443.6,0.054106159872469785,0.211,0.967,0.471,0.549,50.78918434611536,0.9593152155034714,0.459476509596045
443.6,0.05548453380436633,0.211,0.967,0.471,0.549,33.11787474238706,0.9629642935553677,0.44669181118335993
443.6,0.05442324315353229,0.211,0.967,0.471,0.549,55.38507892915952,0.9580210628838566,0.4077902536732605
443.6,0.05565125849030272,0.211,0.967,0.471,0.549,40.87135530576388,0.9646280215176335,0.4681023716374968
443.6,0.05484093429342166,0.211,0.967,0.471,0.549,44.322905709745065,0.9620626811430402,0.47347623653657894
443.6,0.05376416154842137,0.211,0.967,0.471,0.549,63.68635298005355,0.9568911021433273,0.4392923626724049
443.6,0.054962860226339956,0.211,0.967,0.471,0.549,57.047449737522086,0.9614389905905599,0.4650347828867295
443.6,0.05512992819085415,0.211,0.967,0.471,0.549,49.779131277401916,0.9631879094380813,0.4706091829827825
443.6,0.05398654600299709,0.211,0.967,0.471,0.549,51.2346852712155,0.9575030355805744,0.42878507855187076
443.6,0.05467149414884826,0.211,0.967,0.471,0.549,59.96191495197783,0.9603576109784774,0.47934592329197967
443.6,0.05474204449625459,0.211,0.967,0.471,0.549,33.040836760114665,0.9618639802349221,0.46239283281929855
443.6,0.05598730777270355,0.211,0.967,0.471,0.549,43.80923307822885,0.9654572459662061,0.47194550878793023
443.6,0.055410141840416684,0.211,0.967,0.471,0.549,42.944573291395386,0.963082654607299,0.4650319699256889
443.6,0.05562610272029878,0.211,0.967,0.471,0.549,47.81499790117164,0.9645676464640098,0.48746034313687725
443.6,0.05481974919088863,0.211,0.967,0.471,0.549,31.689454083112665,0.9619196678665412,0.48638893181315146
443.6,0.055200993151285634,0.211,0.967,0.471,0.549,51.26803415723566,0.9643461876475427,0.4874889498159639
443.6,0.05521567751441319,0.211,0.967,0.471,0.549,50.84995687140094,0.9629291701457738,0.46087367890978265
443.6,0.0553214824522082,0.211,0.967,0.471,0.549,52.314918755474324,0.9636652201067226,0.46294934670057153
443.6,0.0550119677844152,0.211,0.967,0.471,0.549,50.70714874952692,0.9625204029047953,0.4501478932212421
443.6,0.054917335401920404,0.211,0.967,0.471,0.549,40.24737546035259,0.9604326596196798,0.43874265099289605
443.6,0.055187988948509153,0.211,0.967,0.471,0.549,49.9225572470236,0.9605402009348972,0.45130868643376104
443.6,0.05477732859208194,0.211,0.967,0.471,0.549,56.35138971493111,0.9609692501142775,0.4869561583014159
443.6,0.05470618682995089,0.211,0.967,0.471,0.549,33.477123451643244,0.9622400660027404,0.47695181896815175
443.6,0.05496794342178233,0.211,0.967,0.471,0.549,65.52771192065758,0.9610742361526303,0.489199383467636
443.6,0.05501438684159006,0.211,0.967,0.471,0.549,31.316807323009282,0.9619961033795174,0.4775327934225542
443.6,0.05551318450595524,0.211,0.967,0.471,0.549,56.870812571298295,0.9640987077941153,0.4634638046073344
443.6,0.05547330829051213,0.211,0.967,0.471,0.549,52.899883022851775,0.9616958454355977,0.44928481171990386
443.6,0.05573670545846187,0.211,0.967,0.471,0.549,53.23288882903598,0.9646452367445013,0.4450006886939697
443.6,0.05582654833632031,0.211,0.967,0.471,0.549,43.81334127409004,0.9655412411260168,0.46237169189689126
443.6,0.055270077435653715,0.211,0.967,0.471,0.549,44.937311780880705,0.9639228010296181,0.48196613825131324
443.6,0.055626894823994126,0.211,0.967,0.471,0.549,34.547299644714435,0.9616182758175769,0.4082212559132205
443.6,0.05470299283382579,0.211,0.967,0.471,0.549,55.38355718423951,0.9582305502386347,0.4379481691140776
443.6,0.05511126259348065,0.211,0.967,0.471,0.549,64.29480136311874,0.9612597736945241,0.4660471327830028
443.6,0.05548631018228378,0.211,0.967,0.471,0.549,57.85417581260393,0.9607851916792268,0.4135180612259978
443.6,0.05538270717225891,0.211,0.967,0.471,0.549,34.239033523055916,0.9603996545963532,0.44083529983090025
443.6,0.055569434520939875,0.211,0.967,0.471,0.549,54.44156041276595,0.9640835246942782,0.4476027281042435
443.6,0.05531257034711231,0.211,0.967,0.471,0.549,41.38608793984394,0.9615601685832145,0.4364581078679577
443.6,0.056005962479851304,0.211,0.967,0.471,0.549,36.494979031064055,0.9646008982123904,0.46814425952997185
443.6,0.05364814480366817,0.211,0.967,0.471,0.549,47.051327905891405,0.956345878955287,0.4192768273075585
443.6,0.05542540339610807,0.211,0.967,0.471,0.549,45.93948740720446,0.963023079939934,0.4491559452872503
443.6,0.054579189406391504,0.211,0.967,0.471,0.549,33.15965832865008,0.9616859667820165,0.4665458986396318
443.6,0.055741313880669434,0.211,0.967,0.471,0.549,65.99133747348273,0.962723370852608,0.4242461559822778
443.6,0.05514050301662599,0.211,0.967,0.471,0.549,38.453295224853576,0.9612150590697347,0.4412437892937224
443.6,0.05484932578578797,0.211,0.967,0.471,0.549,72.5240037885579,0.9606277555368004,0.4749242789938658
443.6,0.05396912307973067,0.211,0.967,0.471,0.549,41.52900687173069,0.9547132977441161,0.4234447176948086
443.6,0.055209982941411724,0.211,0.967,0.471,0.549,35.752932196548656,0.9622611591456469,0.4507057825820644
443.6,0.05500200703698304,0.211,0.967,0.471,0.549,50.15630097226352,0.9610636325546256,0.4647332212418131
443.6,0.05546528386043249,0.211,0.967,0.471,0.549,35.92115498509032,0.9633398708978204,0.46716824649626626
443.6,0.05470647871479138,0.211,0.967,0.471,0.549,37.46062113047132,0.9590009079807204,0.42228732577145534
443.6,0.05578140503195887,0.211,0.967,0.471,0.549,58.778599919935125,0.9651079646607382,0.48351465570298496
443.6,0.05499390824530881,0.211,0.967,0.471,0.549,38.33007627400817,0.9608748879913905,0.4667813424045802
443.6,0.054667327830227784,0.211,0.967,0.471,0.549,47.39330434018718,0.9578910992685243,0.40910908046811484
443.6,0.0554664587885391,0.211,0.967,0.471,0.549,53.50221429125657,0.9650113329927934,0.4806738105092993
443.6,0.055578466476753276,0.211,0.967,0.471,0.549,47.3060983009505,0.9636774138236917,0.4359790593570102
443.6,0.05607242098284758,0.211,0.967,0.471,0.549,39.470918550551644,0.963789674554087,0.443177920150734
443.6,0.055621103979421715,0.211,0.967,0.471,0.549,55.35779143739557,0.9639984456881017,0.4524278799568733
443.6,0.054556416390190605,0.211,0.967,0.471,0.549,41.122637795406234,0.9597990973416053,0.45975612847850533
443.6,0.05530149732862144,0.211,0.967,0.471,0.549,82.20963687370839,0.9585113707148392,0.4202083280326793
443.6,0.05503653808399221,0.211,0.967,0.471,0.549,48.03925259471425,0.9624199961558976,0.47300843356879296
443.6,0.05628312173697607,0.211,0.967,0.471,0.549,37.065749680953076,0.9662779911873622,0.4530670120181573
443.6,0.054901706527567526,0.211,0.967,0.471,0.549,52.15195880871999,0.9623999681348591,0.4734113975422865
443.6,0.054303077077681464,0.211,0.967,0.471,0.549,41.94930685527294,0.9593179439905771,0.4201962200422116
443.6,0.055240846885480845,0.211,0.967,0.471,0.549,48.67379111294083,0.9637347789083907,0.4813160906800201
443.6,0.05488618473393953,0.211,0.967,0.471,0.549,38.45367974373326,0.9599247162425439,0.4318279073358471
443.6,0.05525735142111087,0.211,0.967,0.471,0.549,52.781149525465345,0.9614109802540374,0.4437706602489402
443.6,0.05504044749660821,0.211,0.967,0.471,0.549,47.59684157517626,0.9612975483582833,0.4479603962859678
443.6,0.055088285234411,0.211,0.967,0.471,0.549,45.768230307984766,0.9619551343637947,0.45152401801179154
443.6,0.05491318550628412,0.211,0.967,0.471,0.549,50.303581281283236,0.9586713198900503,0.4200284600252783
443.6,0.05464310480988455,0.211,0.967,0.471,0.549,44.89148952072653,0.9571083564461259,0.41612037180560596
443.6,0.05544249685918371,0.211,0.967,0.471,0.549,35.67503479266575,0.962848833085578,0.44438262079871166
443.6,0.05455003535762089,0.211,0.967,0.471,0.549,36.34699682245171,0.9582055512938027,0.41800450152745555
443.6,0.05424443092570318,0.211,0.967,0.471,0.549,58.039176298793734,0.9584689126618384,0.4318785697835851
443.6,0.05548745637980338,0.211,0.967,0.471,0.549,47.79965663104455,0.9620274139341829,0.4259317068912985
443.6,0.055239059721947426,0.211,0.967,0.471,0.549,69.02506731000501,0.9613639829178905,0.4366796463915071
443.6,0.05462529950304173,0.211,0.967,0.471,0.549,49.72125142931232,0.9585134121577693,0.4074758783106603
443.6,0.0540173459485634,0.211,0.967,0.471,0.549,56.667871204883326,0.9574078454473204,0.4351782402825607
